ID|SourceID|MessageID|Tag|Value|Type|Quality|Timestamp|TimestampMessage|TimestampCreation
94|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_L_B|21|xsd:double|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
95|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_QUA_ATT_I|0|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
96|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|svBAbetriebsart|5|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
97|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|ZR_PROCYC_JOB_OUT_I|0|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
98|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|ZR_PROCYC_JOB_PS_I|6|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
99|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|ZR_SUMCYC_JOB_BAD_I|25|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
100|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|ZR_SUMCYC_JOB_OK_I|2156|xsd:long|Good|2018-02-27 17:49:11|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
101|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_F_LCTR|9370647|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
102|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_P_IMMAX|962|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
103|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_P_IMR0|1|xsd:boolean|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
104|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_S_PRE|14|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
105|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_T_CYC|44.161468505859|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
106|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_T_F|0.029799938202|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
107|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_T_SUM|0.031800031662|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
108|BH14|184ac876-b840-48ee-afa1-3b7915a6236e|PW_V_CF|3.67421746254|xsd:double|Good|2018-02-27 17:49:25|2018-02-27 17:49:25|2018-02-27 18:49:25.537000000
109|BH14|d56253d7-c624-4948-9926-06908693cbab|PW_QUA_ATT_I|3|xsd:long|Good|2018-02-27 17:49:39|2018-02-27 17:49:39|2018-02-27 18:49:39.533000000
110|BH14|d56253d7-c624-4948-9926-06908693cbab|ZR_SUMCYC_JOB_OK_I|2157|xsd:long|Good|2018-02-27 17:49:39|2018-02-27 17:49:39|2018-02-27 18:49:39.533000000
111|BH14|ac4b39db-45e0-484d-8613-5354a9563ae5|PW_QUA_ATT_I|0|xsd:long|Good|2018-02-27 17:49:51|2018-02-27 17:49:51|2018-02-27 18:49:51.567000000
112|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_L_B|22|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
113|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_F_LCTR|9372626|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
114|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_P_IMMAX|956|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
115|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_P_IMR0|1|xsd:boolean|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
116|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_S_PRE|13|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
