ID|GeneratedFrom|GeneratedBy|EventValue|Description|EventType|TimestampCreation|TimestampUpdate
1|MAC_EventPressa|svBAbetriebsart|0|ESTOP|OFF|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
2|MAC_EventPressa|svBAbetriebsart|1|OFF|OFF|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
3|MAC_EventPressa|svBAbetriebsart|2|SETUP|SETUP|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
4|MAC_EventPressa|svBAbetriebsart|3|MANUAL|STOP|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
5|MAC_EventPressa|svBAbetriebsart|4|SEMI-AUTOMATIC|ON|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
6|MAC_EventPressa|svBAbetriebsart|5|AUTOMATIC|ON|2018-03-03 10:36:57.337000000|2018-03-03 10:36:57.337000000
